Date,Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p00000),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01113),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01554),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01649),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01843),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01935),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02123),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02242),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02305),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02335),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02491),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02868),AreaNum1,AreaNum2
21/08/2076,1.0979219e-06,5.9409573e-05,1.7061086,1.3508576e-05,2.9597466e-05,0.17681585,0.011581817,0.4772133,1.4924881,0.2786412,3.4839299,1.9830918e-07,152500.0,32500.0
22/08/2076,6.3536413e-06,0.43318415,5.255292e-05,8.752502e-07,1.4762987e-08,0.017964736,7.788653e-05,0.9516598,0.4976392,0.008024439,1.9881907e-05,6.2522345e-06,152500.0,32500.0
23/08/2076,0.028615447,3.3009605e-05,3.655863e-05,9.700545e-06,8.408026e-06,3.8014365e-05,1.7139432,1.8335176,3.304315e-05,1.2468753e-05,1.1814439e-05,2.5132733e-06,152500.0,32500.0
24/08/2076,2.6105444,2.5845091e-05,8.078723e-06,5.1679785e-07,1.9618902e-07,2.3998815e-05,2.3923914,1.5397499,4.422879e-05,1.0768234e-05,2.1990256e-06,2.4165594e-08,152500.0,32500.0
25/08/2076,1.2113987e-05,0.44923225,9.384673e-07,2.8074758e-06,0.000832994,0.016729126,0.40949717,0.4311463,0.00032645,6.549925e-05,0,4.7150047e-06,152500.0,32500.0
26/08/2076,32.707485,0.43983582,9.54799e-10,8.864655e-06,0.001480853,2.97693e-05,1.8399459,2.0039543e-05,0.032418545,6.2520056e-05,0.006152635,4.3430458e-07,152500.0,32500.0
27/08/2076,12.331593,0.000107865,8.108066e-06,2.5056737e-08,0.000670521,1.728097e-05,0.067372605,0.16598731,4.4695593e-05,0.000152617,0.00024922,2.3358602e-05,152500.0,32500.0
28/08/2076,4.5143206e-05,0.001426783,0.000284701,5.0422847e-07,0.000190587,1.1791603e-06,0.2844096,0.12090379,3.8254417e-05,0.001032582,0.071156695,0.4795601,152500.0,32500.0
29/08/2076,63.22456,0.68371534,1.2192971e-05,2.34427e-07,1.5072697e-05,1.1712988e-06,0.56927997,0.003867979,0.019921264,0.001689431,4.177603e-05,1.6404994e-05,152500.0,32500.0
30/08/2076,0.000124244,3.6861264e-05,3.1501484e-05,6.08177e-06,2.005704e-05,1.1882192e-07,8.244178e-05,1.3369882e-05,0.06045931,6.440269e-05,0,0.004240137,152500.0,32500.0
01/09/2076,4.4435782,0.29374197,0.050211925,1.3430343e-06,2.11001e-05,0,4.0057557e-07,7.52967e-06,0.0498179,0.18722233,9.916252e-06,1.081848,152500.0,32500.0
02/09/2076,10.1027975,0.45708677,2.837552e-05,1.3280233e-07,0.000105399,1.6826828e-06,0,2.8109525e-05,0.12378691,0.9493087,0.06594512,3.96242e-05,152500.0,32500.0
03/09/2076,2.1991467,0.008113844,4.618209e-05,6.3273833e-06,0.019239487,4.315195e-07,0.000210848,1.6606342e-05,0.04941013,1.8422936,4.6091947e-05,0.003314406,152500.0,32500.0
04/09/2076,3.6923187,0.059461586,0,0.03286274,2.6090936e-05,0.061231077,0.001467577,3.809496e-07,0.47341424,3.4126174,5.0706894e-05,0.09052964,152500.0,32500.0
05/09/2076,3.474536e-05,0.2495926,5.8624715e-05,0.000113306,8.979817e-06,2.32049e-05,5.7298716e-05,7.042466e-06,36.61129,0.6616505,0.04871886,9.69461e-05,152500.0,32500.0
06/09/2076,0.59410524,4.9558115e-05,0.000133387,0.000198882,4.7986396e-06,0.000312899,6.74543,9.50257e-06,0.029036736,0.13605332,0.03192891,2.0848923,152500.0,32500.0
07/09/2076,0.000104882,1.2012718e-05,5.018039e-07,0.000499232,0.013867295,3.546531e-05,0.006281513,3.5035137e-05,7.9763947,0.16073075,0.09562959,0.002234106,152500.0,32500.0
08/09/2076,2.04653e-05,9.74149e-06,7.56606e-07,0.000209832,0.000100301,5.0720886e-05,0.5361639,2.3015828e-06,3.758286e-05,0.000642264,2.55644,0.43002895,152500.0,32500.0
09/09/2076,2.6819402e-05,1.305947e-05,0.003072609,6.609261e-05,2.4330886e-05,2.2182063e-05,3.7385303e-06,1.2282079e-09,0.000526317,7.219287e-05,3.4773217e-05,21.71279,152500.0,32500.0
10/09/2076,3.0750034e-05,9.107985e-06,1.2936646e-05,0.771913,0.00024128,1.9639634e-05,6.1855535e-05,4.271419e-06,11.367854,3.4179322e-06,0.18912835,1.4622262,152500.0,32500.0
11/09/2076,3.703767e-05,0.000219288,6.078996e-06,4.4240245e-05,0.01192233,1.2714958e-05,2.0450772e-08,3.420118e-05,0.02165198,7.095682e-05,1.4836784e-05,0.26287404,152500.0,32500.0
12/09/2076,1.259028,0.003149183,1.2312589e-06,0.000132291,0.00652193,4.452977e-05,4.604619e-06,0.9634206,0.6719269,7.1227165e-05,2.5028135e-07,7.77738e-05,152500.0,32500.0
13/09/2076,1.9365345,0.005637669,0.000995684,0.15988733,0.000182283,0.000273155,8.995746e-06,1.7891121,2.3969343,2.5584097e-05,1.3580175e-06,3.355691e-05,152500.0,32500.0
14/09/2076,7.4228687e-06,5.763082,1.268128,0.13364993,5.05599e-06,1.0563337e-05,0.025262259,10.216444,3.762183,4.13386e-08,0.5086351,17.93539,152500.0,32500.0
15/09/2076,2.8384542e-05,0.13816823,0.000144534,0.010771323,6.704127e-08,3.461238e-08,1.5472186e-05,2.8605065,1.3709669,9.6121235e-05,9.911379,0.93584657,152500.0,32500.0
16/09/2076,1.3285677e-05,25.61149,0.017352069,0.71268344,1.6524597e-05,0,3.739502e-06,1.653413,2.3710203e-05,0.05354171,0.10983937,0.022606902,152500.0,32500.0
17/09/2076,3.855889e-05,0.018347904,0.010913366,0.014636424,0.1760989,0,1.18212965e-05,1.4172649e-05,1.6449563e-05,0.22369093,7.9100835e-05,3.7557795,152500.0,32500.0
18/09/2076,0.045358203,0.78630817,0.120100535,1.6933168,0.023322152,2.3682573e-05,7.754998e-08,1.3609723,3.206846e-05,0.000569486,5.055349e-06,0.07764598,152500.0,32500.0
19/09/2076,2.0868485,0.000765438,0.000677684,4.1851355e-05,22.708403,1.4425089e-05,0.9470359,1.9240977,1.8800416e-05,0.000641597,0.022885555,0.000134318,152500.0,32500.0
20/09/2076,16.342756,0.062983885,0.09145761,7.5182586,6.8796535,1.5428863e-05,0.060863055,2.1145668e-05,2.8395917e-07,8.3175e-06,0.09877256,0.21525167,152500.0,32500.0
21/09/2076,0.17781316,0.20664428,18.061975,3.4118712,0.09512589,1.8930159e-05,7.8350916,6.45108e-05,1.2590289e-05,2.6498785e-05,0.004450482,1.1790851,152500.0,32500.0
22/09/2076,0.33195716,0.000480166,19.463194,0.014305917,0.64580524,4.7411286e-05,11.423398,0.049742464,0.000186506,6.463922e-05,0.013371457,2.0173202,152500.0,32500.0
23/09/2076,34.241787,5.4629352e-05,0.045040756,0.29013875,0.57522494,1.538442e-06,0.010512029,5.398033e-05,4.524005,0.000101513,5.8807745,0.77158743,152500.0,32500.0
24/09/2076,6.2239103,3.9448914e-05,0.0163323,0.28433245,3.5989033e-05,0.001077669,0.11092712,0.000102752,0.20136434,3.8891638e-05,0.001530566,0.4637078,152500.0,32500.0
25/09/2076,5.2203417,7.44837e-05,0.051376406,0.003932267,3.7895035e-05,1.2419972e-05,0.31455842,4.604251e-05,2.6049254e-05,8.48473e-05,2.4318976,7.778686e-06,152500.0,32500.0
26/09/2076,0.0004205,0.000269124,0.001792146,9.36123e-08,4.958774e-05,2.1932126e-05,3.11213e-05,7.778047e-05,0.001346978,0.00010661,0.30600935,2.4811125e-06,152500.0,32500.0
27/09/2076,0.14405403,3.8542934e-05,0.13031872,0.000115239,0.76522344,6.338444e-05,5.9274807e-05,0.009833737,0.001203018,2.8230857e-05,0.110009395,0,152500.0,32500.0
28/09/2076,0.9146832,8.5458865e-05,0.82242996,6.775386e-05,0.05083877,0.010109276,3.021233,0.007566274,2.2984948e-05,8.912731e-05,0.001816905,6.5673936e-05,152500.0,32500.0
29/09/2076,2.5458987,0.000147604,25.091307,0.00768257,47.360683,0.010003357,9.242385e-07,1.1066521e-05,1.42587805e-05,0.005559078,1.0613518,2.3827988e-05,152500.0,32500.0
30/09/2076,6.903337e-05,8.0281,6.3856735,0.8805752,2.3826284,3.6586876e-05,2.496531e-05,2.524818,0.599358,0.62213075,1.2252069,0.000351002,152500.0,32500.0
01/10/2076,0.25307184,3.7773626,8.352766,2.263417e-05,2.249644,0.021546293,0.05264412,35.476673,1.058855,23.158756,6.0948706,0.000905141,152500.0,32500.0
02/10/2076,0.23887624,17.270134,3.1193137,0.015121635,14.213141,2.0716128e-05,1.9785545,64.577965,0.001472549,6.543226,1.4136626,0.002900423,152500.0,32500.0
03/10/2076,4.794327,21.546185,14.0295315,1.0455534,1.250863,0.012843891,8.0922764e-05,8.200688,0.7800871,0.10507894,0.13623902,0.013221392,152500.0,32500.0
04/10/2076,8.552995e-05,1.0205902,2.5194263,0.000353778,23.926645,5.2456704e-05,5.4802003,7.8593903,5.9349764e-05,0.000721143,1.337141,0.000132994,152500.0,32500.0
05/10/2076,5.2967844e-05,7.310151,0.58449084,0.003793555,0.54599595,5.9733367e-05,1.312666,0.16727161,0.000374551,0.07394759,6.412633e-05,5.2542888e-05,152500.0,32500.0
06/10/2076,5.3183543e-05,3.5036802,7.5458927,0.035195217,14.018243,2.9371935e-05,5.005436,0.3387058,2.3175325,3.0719857e-05,1.2513832,0.07749211,152500.0,32500.0
07/10/2076,2.2575595,8.382119,1.4780563,1.5833488e-05,1.7270665,0.010600849,17.398638,6.55643e-05,0.02481727,4.6971684,5.6922294e-05,0.8057097,152500.0,32500.0
08/10/2076,8.094592,1.3101039,0.8353663,6.221621e-06,0.35915163,0.018738918,1.1925972,1.1504359e-05,0.25411534,1.4869478,1.5883714,7.3394685,152500.0,32500.0
09/10/2076,4.056458,4.1213183,0.23278129,7.002836e-05,0.69326293,0.13022338,13.640358,6.658888e-06,6.863755e-05,22.719044,1.4029298,9.21856,152500.0,32500.0
10/10/2076,11.494524,7.9146504,0.01421546,6.0725153e-05,0.035370406,6.5083674e-05,11.379917,2.9852832e-05,0.9514987,49.07181,0.000716149,3.9231403,152500.0,32500.0
11/10/2076,0.29896244,0.45336455,1.2126362,10.707392,0.007854129,4.879603e-06,0.05748505,3.8209933e-08,0.37643093,1.1857332,0.04786955,2.608491,152500.0,32500.0
12/10/2076,0.045664735,29.187862,4.6263856e-05,10.954309,45.19372,3.8856797e-06,0.000108306,1.9138868e-06,0.03032235,0.85147023,0.018220214,4.6300098e-05,152500.0,32500.0
13/10/2076,0.12353595,22.598175,9.386432e-05,1.6817682,47.6306,0.005525559,3.2895296e-05,2.7440574e-05,9.300992,0.08468352,0.000314976,2.7044747e-05,152500.0,32500.0
14/10/2076,0.18878269,1.9636295,1.7261164e-05,2.778912e-05,27.514996,0.000142216,2.6683578e-05,9.081796e-05,3.3262892,5.954187,0.001153582,2.1087872e-05,152500.0,32500.0
15/10/2076,4.4930206e-05,1.0099148,2.8132556e-05,2.068573e-05,2.26943,0.012848101,0.000153177,0.20338865,2.725741,11.267127,0.000742654,3.992091e-05,152500.0,32500.0
16/10/2076,6.8477266e-06,0.6200504,0.000102069,18.731972,1.9271948,0.17853518,3.5206078e-05,1.5912433,0.48254576,8.813125,4.3389668e-05,2.4483557,152500.0,32500.0
17/10/2076,0.000179742,3.1595814,8.8036235e-05,0.051113065,2.045702,4.7643543e-06,0.6630293,13.573431,0.004605151,4.3499503,5.322804e-05,0.5743541,152500.0,32500.0
18/10/2076,12.514379,0.9905638,0.001403353,15.015019,11.898001,0.000396971,10.412114,3.5582669,12.941139,16.139332,2.467786e-05,6.4610984e-05,152500.0,32500.0
19/10/2076,0.020712156,3.2071898,8.603865,3.0609107,0.021910328,0.1756901,0.6185925,16.589003,0.045438386,6.5599427,3.0467327e-05,0.47384977,152500.0,32500.0
20/10/2076,4.4945642e-05,2.4948785,1.1149887,3.9178705,0.000406997,1.0347977,0.000680203,2.9973927,1.5892137,3.7154007,3.010788e-05,13.041246,152500.0,32500.0
21/10/2076,5.5119912e-05,0.28346592,1.7504428e-05,17.872887,0.07841533,3.6635633,4.661396,8.829723,0.040818635,2.4557557,7.109643e-05,4.510135,152500.0,32500.0
22/10/2076,0.000934975,2.4563885,7.390947e-05,1.6872549,0.07438175,39.81704,6.1027124e-05,5.838619,2.156158e-05,3.1860957,4.7259727,19.29015,152500.0,32500.0
23/10/2076,6.636962e-05,0.22385678,2.5864309e-05,2.2980533,1.3325548e-05,18.105461,4.5331726e-05,18.79472,7.20895e-05,1.2268285,0.8419704,1.9044162,152500.0,32500.0
24/10/2076,9.462607e-05,0.019968545,3.7741414e-05,26.24112,8.6910346e-05,13.877825,2.6744488e-05,0.21694458,1.4245406,4.889421,6.631495e-05,0.026523484,152500.0,32500.0
25/10/2076,4.476735e-05,0.22889933,0.015512596,0.00091853,2.2932308,1.0656711,6.557404e-05,5.147729,0.5167753,22.85865,7.91457,8.642531,152500.0,32500.0
26/10/2076,4.149603e-05,0.001159248,0.000237428,0.8217482,3.1194415,0.0418407,0.008436224,1.7913703,0.09000622,7.70048,1.5061928,1.2490531,152500.0,32500.0
27/10/2076,0.000685452,0.000181425,6.13612e-05,0.39230525,7.639266e-05,19.602463,0.001312655,0.03615925,4.9158874,0.9504496,10.466611,0.6776917,152500.0,32500.0
28/10/2076,12.302598,7.855391e-05,9.542698e-05,0.03156234,7.1688315e-05,27.626806,0.2777214,8.718377,0.013792587,2.3853931,16.25652,2.6217823,152500.0,32500.0
29/10/2076,3.3352397e-05,6.921773e-05,7.224355e-05,8.260694e-05,7.292618e-05,16.891373,0.079253666,1.6373357,10.103285,2.2030056,5.935964,0.41231945,152500.0,32500.0
30/10/2076,1.109351,9.474529e-05,6.700162e-05,0.001638467,9.0116475e-05,3.899891,0.14751694,0.9116623,5.4986715,0.9390047,30.214294,2.9348516,152500.0,32500.0
01/11/2076,0.010990038,0.40822217,5.3421045e-05,4.6227506e-05,4.37417e-05,4.7895103,2.6316564e-05,10.386278,2.1635644,1.1730211,0.765799,11.236884,152500.0,32500.0
02/11/2076,10.166685,1.2940549,0.000100499,6.2263417,6.0667666e-05,0.7958577,0.003289373,2.599828,6.567302,0.37563404,3.0707233e-05,13.239118,152500.0,32500.0
03/11/2076,5.7551894,1.3790547e-05,0.002592153,6.270331,1.7237812,8.546172,1.1569864,3.2759295,12.325365,16.773737,3.905009,8.097502,152500.0,32500.0
04/11/2076,27.771435,5.870339e-06,16.500372,0.08335811,2.7348132,0.20869286,0.41881892,28.662249,0.28671762,1.1724949,18.08552,8.304824,152500.0,32500.0
05/11/2076,10.563255,4.4144428e-05,0.9970761,20.400848,0.003338571,0.26152572,44.067554,0.2659782,0.8317028,0.08791172,0.38099375,0.36672258,152500.0,32500.0
06/11/2076,11.613281,0.31731206,0.3706065,0.16383557,4.1078515,0.18529366,0.23460881,0.032571714,0.000109353,0.9992359,8.13099,10.85637,152500.0,32500.0
07/11/2076,8.525993,6.0011888,0.005043021,2.7063363,0.000442721,0.000254482,26.570036,4.7371595e-05,0.04076182,1.3553654,4.636067,0.2743368,152500.0,32500.0
08/11/2076,7.6282578,7.170066,0.006279155,3.0257704,0.08901226,0.046695516,2.0436783,1.6101453,0.000108086,9.376155,11.391516,1.8823487,152500.0,32500.0
09/11/2076,8.957067,2.9122791,14.696125,1.7967311,10.837058,0.21737209,6.4054375,0.020789003,0.000157302,3.5471168,7.7538238,4.6500416,152500.0,32500.0
10/11/2076,0.66383654,0.118122794,0.055893175,1.2236778,3.9550898e-05,2.8211125e-06,3.8354723,0.013071259,4.549582e-05,0.21449386,5.446016,16.648266,152500.0,32500.0
11/11/2076,29.050472,7.177968,5.258075e-05,8.950379,5.966692e-05,2.2660357e-05,21.471222,0.001772244,0.011263021,0.00035035,11.395706,2.6555386,152500.0,32500.0
12/11/2076,1.1160737,11.22746,0.4846462,7.975067,4.5017863e-05,0.001308234,0.004527605,9.442354e-05,0.000113143,5.2347345,18.392359,13.246078,152500.0,32500.0
13/11/2076,5.9783102e-05,22.313112,3.91857,6.4823956,1.9658812e-05,10.395161,9.571578e-05,2.0789714,8.531264e-05,0.6221862,14.897498,10.627795,152500.0,32500.0
14/11/2076,4.0281878,22.083479,4.3636675,0.24000697,0.00015052,1.4329259,2.8358533,3.073517e-05,9.533468e-05,1.6804003,7.89389,5.7716346,152500.0,32500.0
15/11/2076,0.010978755,4.0182266,11.307711,16.65872,0.000108928,0.91533226,20.661814,1.7929353e-05,1.1730558,12.128313,0.9922565,4.2528896e-05,152500.0,32500.0
16/11/2076,0.7050856,1.378897,2.202203,0.3815273,0.007998281,5.563173,0.07465484,2.9257092,1.0500137,14.124447,3.5389473,6.185824e-05,152500.0,32500.0
17/11/2076,19.171673,2.8262264e-06,0.114292115,1.1574469,18.278788,0.008669398,7.5683255,0.002026557,0.008083241,6.8435655,15.109131,1.419649e-05,152500.0,32500.0
18/11/2076,5.65587,0.000254639,1.729771,6.094664,3.0283175,9.200188,8.992508,0.000153751,18.624815,19.500507,1.1031241,0.000495743,152500.0,32500.0
19/11/2076,0.034282256,0.601505,5.2755218,17.84778,12.605517,10.67777,2.4762738,7.25185e-05,10.698081,7.1896825,0.77658004,0.004448695,152500.0,32500.0
20/11/2076,5.3018393e-05,11.719348,1.1928794,8.314786,7.2151947,33.765366,4.6749225,4.771313e-05,5.084607,21.408947,6.5058637,0.032614604,152500.0,32500.0
21/11/2076,0.09046538,0.23391315,51.261635,6.406342,0.83735883,3.0642376,14.3425665,0.001554333,5.474115,7.0457373,5.256959,0.006595021,152500.0,32500.0
22/11/2076,31.519665,25.980778,25.09816,0.030344717,42.552734,1.8145632,0.11538796,15.748264,11.993733,0.95413035,16.83487,3.2934222,152500.0,32500.0
23/11/2076,9.366783,15.324787,10.690782,5.0241637e-05,1.860657,1.5075203,0.000528046,12.941749,1.5510358,14.669484,7.8791556,6.1928844,152500.0,32500.0
24/11/2076,3.081178,2.8457778,0.45425984,2.7798153e-05,16.868021,12.690247,8.6405945,9.78089,8.475803,4.9920783,7.389879,3.1266282,152500.0,32500.0
25/11/2076,15.696697,2.3430982,3.3791618,0.000214385,3.1227703,31.824234,1.0879301,0.4415265,0.37947518,13.288139,16.44264,0.13623044,152500.0,32500.0
26/11/2076,0.53522134,1.0923278,0.21592093,17.16463,0.19209209,11.31332,0.27742133,21.80568,27.380396,7.5913897,28.894945,15.6263075,152500.0,32500.0
27/11/2076,3.2198887,12.689686,0.03575163,37.56464,7.246286e-05,11.147222,0.8244488,0.29615393,3.942876,3.1069179,5.6766853,4.5561304,152500.0,32500.0
28/11/2076,14.065907,14.426422,7.0163056e-05,0.91783905,0.114863336,5.19957,2.7104003,0.024257593,4.1993628,3.9787078,0.28802308,0.004961018,152500.0,32500.0
29/11/2076,16.106085,1.0615337,8.777664e-05,17.179977,6.676817,17.207676,8.550247,7.9836784e-05,9.465569,1.0310493,0.07739941,0.49374777,152500.0,32500.0
30/11/2076,50.13498,1.0725858,1.2449118,6.405214,5.2668834,6.598918,3.0073495,11.273022,15.245106,7.02091,0.8756849,7.41841,152500.0,32500.0
01/12/2076,9.306338,5.1388655,1.2547886,0.17704207,0.53571737,2.7955863,0.780034,4.6037354,1.2106124,1.6878344,1.1756129,0.10491253,152500.0,32500.0
02/12/2076,0.84020996,0.000152212,1.5794547,16.838785,2.0064125,8.3957205,10.19778,1.6286292,0.3797031,7.180834,5.310617,0.17055054,152500.0,32500.0
03/12/2076,13.924866,0.8731226,18.764118,7.0397277,0.011210018,50.71895,4.0400844,0.28510725,0.5119516,15.745429,0.97691077,9.637393,152500.0,32500.0
04/12/2076,2.3636389,0.19708772,7.1512403,2.3410246,0.2590806,5.0461206,0.08161089,0.00073196,3.9374595,15.16892,9.773571,0.000130371,152500.0,32500.0
05/12/2076,1.2441576,0.04014101,0.19380616,2.3340952,0.6841626,12.835393,0.13009284,0.5605877,0.24947216,7.0708423,21.910137,0.16159809,152500.0,32500.0
06/12/2076,0.15644594,0.55824447,0.42530262,30.284012,1.2955045,3.280892,9.192548,2.9860835,7.2706823,4.894264,17.575182,1.4935184,152500.0,32500.0
07/12/2076,0.00021462,1.3128889,0.02202815,8.182443,14.729935,0.24359784,2.6550376,1.2192309e-05,1.3971629,4.393141,0.14086545,7.361721,152500.0,32500.0
08/12/2076,8.670363e-05,1.9742101,0.00179053,19.100368,5.359927,0.3024969,1.7885436,7.643507e-08,7.5689287,4.1909695,0.95559007,0.061965875,152500.0,32500.0
09/12/2076,1.5958186,2.3321007e-05,0.10442563,7.483863,16.22389,11.972734,1.5006375,0.1088264,3.8740642,14.3929205,9.141844,13.573748,152500.0,32500.0
10/12/2076,0.038118627,2.330394e-05,1.0994388,24.789055,6.087107,3.9554296e-05,0.8790064,1.5348999e-08,0.000181944,3.706282,6.453452,5.930786,152500.0,32500.0
11/12/2076,2.9001946,0.22013578,10.93759,14.123932,9.387177,0.8591585,0.29824385,0,9.097005,16.341469,5.3398227e-05,4.1726255,152500.0,32500.0
12/12/2076,0.017400585,2.5710113,2.1513364,2.2039444,0.983413,0.07611125,0.061300438,1.627127e-05,14.5528145,4.541965,8.606774e-05,0.01594357,152500.0,32500.0
13/12/2076,1.1455756,2.4663973,20.365797,2.61862,8.234289,1.6574872,12.763173,8.47533e-05,12.637041,3.665433,11.495669,2.265774,152500.0,32500.0
14/12/2076,1.0713048,1.2807332,19.468515,4.5566363,4.033149,0.65701956,7.458709e-05,0.51420164,0.66435,5.466003,2.956845,4.851434,152500.0,32500.0
15/12/2076,8.37079,0.6779384,6.776926,0.005972999,7.83268,14.484598,0.8105657,0.030511009,7.8146634,4.0765824,0.3684935,3.357884,152500.0,32500.0
16/12/2076,6.893571,0.01382546,5.878087,0.000464538,2.7728498,5.973017,0.08330454,5.544637e-05,20.121222,6.970772,2.7439005,4.1846476,152500.0,32500.0
17/12/2076,1.0224128,0.93176544,6.458139,5.6704732e-05,2.8551877,9.439437,1.3742735,2.176568e-10,8.910254,14.803593,7.0355186,0.056532416,152500.0,32500.0
18/12/2076,1.0999836,7.756301,1.1150562,4.713815e-05,9.768144,8.676479,0.20820059,9.651024e-05,0.37910846,9.58142,20.907549,0.7764136,152500.0,32500.0
19/12/2076,0.17780319,1.1319042,0.111417815,3.1437328,23.105326,7.6677785,9.096222,0.5264344,0.024776062,6.97213,7.672465,0.73065084,152500.0,32500.0
20/12/2076,1.0094286,0.33558923,0.028611887,9.0912,19.046299,3.7446077,1.828038,0.58696055,7.34477,1.9850702,10.95285,1.5539128,152500.0,32500.0
21/12/2076,0.000104655,0.71935654,5.4843583,2.9332266,0.5212779,10.849574,3.3256965,0.000478342,4.191332,14.024144,0.02886638,9.8754004e-05,152500.0,32500.0
22/12/2076,0.001402848,17.82411,7.6960597,0.08561753,0.18200555,4.208878,1.5927408,0.59338677,4.6390247,4.3797572e-05,5.246747,0.000102036,152500.0,32500.0
23/12/2076,4.7067347,2.464078,1.40676,5.460587,0.63950384,14.381558,8.631557,8.4230385,0.092050135,0.045843307,5.587403,0.000107703,152500.0,32500.0
24/12/2076,14.997974,8.377734,19.123697,14.301221,2.7861524,9.186472,11.771444,3.471176e-05,0.007590944,0.23645411,11.057945,8.8426794e-05,152500.0,32500.0
25/12/2076,1.1040372,2.6764317,5.6774373,2.3718166,1.0811855,11.085195,21.19389,5.104362e-05,0.23120534,16.183197,18.759075,0.024275552,152500.0,32500.0
26/12/2076,0.22262405,20.705524,7.0488734,2.2468164,4.6009746,2.432312,7.8615274,3.2913085e-05,6.9899135e-05,0.5664727,2.309112,0.006446725,152500.0,32500.0
27/12/2076,4.264071,3.4500525,5.129128,0.006451859,0.14608438,1.7027038,11.824525,5.3218517,0.001706613,1.857211,4.3729806,16.251526,152500.0,32500.0
28/12/2076,1.3880163,29.012787,12.431197,6.871441e-05,0.9700222,12.519209,7.635323,0.059338696,0.000115721,10.754382,9.363755,0.13226487,152500.0,32500.0
29/12/2076,3.6876307,4.7643037,24.866472,0.80586696,1.6180931,1.6535645,2.3056166,7.1735334,0.000320037,0.99276125,2.0175335,9.489736e-05,152500.0,32500.0
30/12/2076,3.570576,14.3085165,6.8038535,3.6204972e-05,0.003726979,5.5982876,26.111567,8.22288,1.9940855e-05,4.82736,13.863978,0.8846508,152500.0,32500.0
01/01/2077,0.24080367,16.218218,1.504509,7.862526e-05,0.69492406,29.578735,4.521849,2.555137,0.000154089,5.7007488e-05,0.31705493,0.09180202,152500.0,32500.0
02/01/2077,9.30869e-05,0.2824318,3.8004136,0.000379027,0.000159925,8.502373,1.9924235,13.518033,4.8392158e-05,1.1809596,4.0890546,6.305236e-05,152500.0,32500.0
03/01/2077,1.0539479,0.011243541,4.7315116,4.59683e-05,0.07059395,0.5574013,6.348108,0.100340195,0.00012746,3.4609778,5.5296555,7.1383843,152500.0,32500.0
04/01/2077,0.1779786,0.005517617,0.000181089,0.00761029,8.589458,7.01537,7.583112,13.467055,9.087814e-05,1.1714438,19.444603,13.059394,152500.0,32500.0
05/01/2077,1.1713223,0.41582063,0.000111781,0.17756201,0.33327943,0.025670195,0.000136784,0.004843794,7.8421726e-05,2.1585457,1.5525479,5.208129,152500.0,32500.0
06/01/2077,1.0248245,5.7008104,0.21509084,1.590294,0.15094045,29.979607,0.31588638,29.121908,0.00073938,5.1550164,0.5887838,0.27659455,152500.0,32500.0
07/01/2077,1.1873415,1.4537684,9.425243,0.03546903,0.6857552,16.33702,1.7216866,1.1936305,6.348236,25.597607,0.12700944,0.090561055,152500.0,32500.0
08/01/2077,0.008259321,2.8908186,14.895284,1.8945837e-05,0.7168979,12.026701,15.939246,0.001482904,9.475635,9.703569,9.381028,1.7802102e-05,152500.0,32500.0
09/01/2077,9.2079295e-05,1.0023878,7.4826703,7.830491e-05,9.719031,8.102039,2.5565684,0.006864552,11.636578,3.8424942,0.000124166,0.19802071,152500.0,32500.0
10/01/2077,8.857436e-05,2.1894228,51.505623,8.520572e-05,3.9329445,5.554136,2.755863,0.003533494,0.03416176,0.5560335,0.680942,5.0742266e-05,152500.0,32500.0
11/01/2077,0.002533001,1.8948438,31.067892,7.695784e-05,1.70249,0.2050379,2.486797,8.365274e-05,0.5497089,2.0611951,0.5356753,0.000197097,152500.0,32500.0
12/01/2077,0.10802016,0.81601185,12.947927,3.372085,3.6413975,5.1914988,0.41724044,2.2292415e-05,33.531296,37.14106,0.14189199,13.202534,152500.0,32500.0
13/01/2077,0.045407802,1.7012788,1.1261802,1.5327429,8.099886,3.570728,1.3826602,9.501599e-05,3.2195773,3.150838,1.182086,5.1669936,152500.0,32500.0
14/01/2077,0.00835673,15.258843,14.852338,1.602902,1.3809658,0.0347992,14.970975,9.1089045e-05,14.278058,67.7015,3.7642205,11.679922,152500.0,32500.0
15/01/2077,0.011207552,3.5949864,4.6631994,4.978485,2.0016365,1.0708836,2.184652,0.008329227,1.1623479,3.5337632,5.146547,10.223242,152500.0,32500.0
16/01/2077,5.818632,1.5630116,3.4400237,3.3105523e-05,1.7779771e-06,0.7531013,0.19269481,6.144869e-05,19.096045,3.1422164,3.7398617,2.8838549,152500.0,32500.0
17/01/2077,23.799715,2.3817325,30.233261,16.877226,0.000104238,0.2566346,2.088603,1.2749792,0.97361445,24.954771,5.3092284,10.542984,152500.0,32500.0
